code,country_en,country_cn,year,JR,entry_exit,capvol,mafdi,cwtfp,tfp_gr,lp_gr,bp_disp,scc,hitech,PMR,EPL,INSOLV,FDI,EFW,gdp_pc,PMR_inv,EPL_inv,capvol_inv,bp_disp_inv,n_JR,n_entry_exit,n_mafdi,n_capvol_inv,n_cwtfp,n_tfp_gr,n_lp_gr,n_bp_disp_inv,n_scc,n_hitech,n_PMR_inv,n_EPL_inv,n_INSOLV,n_FDI,n_EFW,SI1_JR,SI2_ENT,SI3_CAPVOL,SI4_MAFDI,SI5_TFP,SI6_TFPGR,SI7_LPGR,SI8_BPDISP,SI9_SCC,SI10_HITECH,SI11_PMR,SI12_EPL,SI13_INSOLV,SI14_FDI,SI15_EFW,P1_labor,P2_capital,P3_quality,P4_upgrade,P5_regul,P6_fin,D1_process,D2_outcome,D3_institution,RE_geom,RE_arith,RE_hs_ratio,RE_BoD_2023,RE_MC_median,RE_MC_p05,RE_MC_p95,RE_MC_ci_width,rank_by_year
ARG,Argentina,阿根廷,2000,20.95,10.35,10.28,1.57,0.7074,-1.39,-0.56,0.8419,-0.016,0.0914,1.77,2.95,0.495,0.515,6.04,5204.0,1.4300000000000002,0.5499999999999998,1.7200000000000006,0.15810000000000002,0.47488621444201307,0.48425867507886433,0.13432061068702286,0.06538709677419358,0.5849564151457369,0.33673878627968334,0.21032206759443342,0.29918860877684417,0.15270466883821932,0.25666837169650464,0.6202717948717948,0.10461748633879778,0.42213057324840764,0.43065256797583085,0.3385588235294119,0.47488621444201307,0.48425867507886433,0.06538709677419358,0.13432061068702286,0.5849564151457369,0.33673878627968334,0.21032206759443342,0.29918860877684417,0.15270466883821932,0.25666837169650464,0.6202717948717948,0.10461748633879778,0.42213057324840764,0.43065256797583085,0.3385588235294119,0.4786132321514142,0.09371677955286951,0.3450408853413272,0.18795779065829532,0.32400233484566215,0.3911378817867786,0.24929740812743312,0.2875593485652818,0.3460762121680894,0.2912445787020516,0.29363582551476947,0.04334407716217183,0.3761216686653602,0.29074542897576805,0.26913312046444043,0.3181414395223962,0.049008319057955774,14
ARG,Argentina,阿根廷,2001,20.9,10.34,10.42,2.11,0.7041,-1.25,-0.83,0.8341,-0.14,0.0811,1.79,2.96,0.49,0.51,5.99,5452.0,1.4100000000000001,0.54,1.58,0.16590000000000005,0.4727024070021881,0.48347160883280754,0.20288549618320606,0.04984538375973299,0.5804707164260419,0.35517150395778363,0.18353677932405568,0.3095719621181807,0.08552117263843646,0.21285166240409206,0.6100358974358975,0.09916393442622959,0.4141847133757962,0.4231148036253777,0.3238823529411767,0.4727024070021881,0.48347160883280754,0.04984538375973299,0.20288549618320606,0.5804707164260419,0.35517150395778363,0.18353677932405568,0.3095719621181807,0.08552117263843646,0.21285166240409206,0.6100358974358975,0.09916393442622959,0.4141847133757962,0.4231148036253777,0.3238823529411767,0.47698099871596616,0.10056294256104356,0.33948979481382446,0.12316151056884367,0.31492453831627387,0.38021552538851283,0.2559032704598534,0.25045009957404685,0.33639123565044116,0.2754004439376151,0.2778683916627071,0.03852528367332385,0.3761216686653602,0.27658868279599746,0.2584635685102315,0.3048755361059779,0.046411967595746395,15
ARG,Argentina,阿根廷,2002,20.85,9.96,10.54,0.81,0.7009,-1.3,-1.2,0.8456,-0.078,0.082,1.81,2.96,0.485,0.505,5.94,5699.0,1.3900000000000001,0.54,1.4600000000000009,0.15439999999999998,0.4705185995623633,0.4535630914826499,0.037821882951653944,0.03652391546162406,0.5761209479705802,0.34858839050131923,0.146831013916501,0.2942631719354409,0.11911292073832788,0.21668030690537082,0.5998000000000001,0.09916393442622959,0.4062388535031847,0.4155770392749245,0.3092058823529414,0.4705185995623633,0.4535630914826499,0.03652391546162406,0.037821882951653944,0.5761209479705802,0.34858839050131923,0.146831013916501,0.2942631719354409,0.11911292073832788,0.21668030690537082,0.5998000000000001,0.09916393442622959,0.4062388535031847,0.4155770392749245,0.3092058823529414,0.46366163267806354,0.0371672336275603,0.3156341326242842,0.15132235838253505,0.3109876530001921,0.36922408741984086,0.16896034635480078,0.25316269107125583,0.3302437098938311,0.24285423710542353,0.2510262933030919,0.02561718510717098,0.3761216686653602,0.24214351066650952,0.20345521593565863,0.2858003031767763,0.08234508724111766,17
ARG,Argentina,阿根廷,2003,20.8,10.2,9.84,2.07,0.6977,-1.21,-0.75,0.8567,0.018,0.086,1.83,2.97,0.48,0.5,5.89,5947.0,1.37,0.5299999999999998,2.16,0.14329999999999998,0.4683347921225383,0.47245268138801255,0.19780661577608138,0.11423248053392655,0.5717711795151186,0.3604379947229551,0.19147316103379725,0.2794868614112312,0.17112595005428882,0.233696504688832,0.5895641025641026,0.09371038251366116,0.3982929936305732,0.4080392749244713,0.29452941176470593,0.4683347921225383,0.47245268138801255,0.11423248053392655,0.19780661577608138,0.5717711795151186,0.3604379947229551,0.19147316103379725,0.2794868614112312,0.17112595005428882,0.233696504688832,0.5895641025641026,0.09371038251366116,0.3982929936305732,0.4080392749244713,0.29452941176470593,0.46997762324407555,0.1503194611024238,0.3358718261293203,0.19384312836031417,0.30186275135497687,0.35815634409380087,0.29788757734949645,0.2848109129395483,0.32048050692372854,0.2990741339290258,0.2994347904577868,0.050515420159167816,0.3761216686653602,0.3003270788938902,0.2919364136949416,0.31027611611093653,0.01833970241599492,17
ARG,Argentina,阿根廷,2004,20.75,10.56,10.0,0.64,0.6944,-1.35,-0.93,0.8507,-0.154,0.0774,1.85,2.97,0.475,0.495,5.84,6195.0,1.35,0.5299999999999998,2.0,0.1493,0.4661509846827134,0.5007870662460568,0.016236641221374044,0.09647052280311452,0.5672854807954236,0.3420052770448549,0.1736163021868787,0.28747405628918243,0.07793593919652551,0.1971116794543904,0.5793282051282052,0.09371038251366116,0.39034713375796176,0.4005015105740181,0.2798529411764707,0.4661509846827134,0.5007870662460568,0.09647052280311452,0.016236641221374044,0.5672854807954236,0.3420052770448549,0.1736163021868787,0.28747405628918243,0.07793593919652551,0.1971116794543904,0.5793282051282052,0.09371038251366116,0.39034713375796176,0.4005015105740181,0.2798529411764707,0.4797082694596809,0.039577231676717284,0.3245383764274141,0.11296076044339878,0.2979486903734092,0.34700397144875905,0.17683347780958278,0.23646372331902185,0.3142744090263304,0.23603035602743921,0.24191785537838267,0.024805165677145316,0.3761216686653602,0.2355071422435922,0.20449950425001928,0.27368825605257474,0.06918875180255546,18
ARG,Argentina,阿根廷,2005,20.7,10.74,9.91,1.6,0.6912,-1.3,-1.08,0.7973,0.1,0.0791,1.87,2.98,0.47,0.49,5.79,6443.0,1.33,0.52,2.09,0.2027,0.46396717724288833,0.5149542586750789,0.1381297709923664,0.10646162402669627,0.5629357123399619,0.34858839050131923,0.15873558648111333,0.3585600907029479,0.21555374592833879,0.20434356351236146,0.5690923076923077,0.08825683060109296,0.3824012738853502,0.39296374622356495,0.26517647058823546,0.46396717724288833,0.5149542586750789,0.10646162402669627,0.1381297709923664,0.5629357123399619,0.34858839050131923,0.15873558648111333,0.3585600907029479,0.21555374592833879,0.20434356351236146,0.5690923076923077,0.08825683060109296,0.3824012738853502,0.39296374622356495,0.26517647058823546,0.4837264292339477,0.12126631744339798,0.3325039700669839,0.21099770413970728,0.28877087145450364,0.3357573168543486,0.27813520652961804,0.29009557446958933,0.30441680199678534,0.29062556655085847,0.29080383234575674,0.04758586462371541,0.3761216686653602,0.29051889264490394,0.2842867479565087,0.29763842604356416,0.013351678087055452,17
ARG,Argentina,阿根廷,2006,20.65,10.75,10.05,1.67,0.688,-1.41,-0.83,0.8297,0.051,0.0717,1.89,2.98,0.465,0.485,5.74,6691.0,1.3100000000000003,0.52,1.9499999999999993,0.1703,0.4617833698030634,0.5157413249211357,0.14701781170483458,0.09091991101223569,0.5585859438845001,0.33410554089709765,0.18353677932405568,0.3154292383620116,0.18900542888165037,0.17286359761295822,0.5588564102564104,0.08825683060109296,0.3744554140127389,0.3854259818731118,0.2505000000000002,0.4617833698030634,0.5157413249211357,0.09091991101223569,0.14701781170483458,0.5585859438845001,0.33410554089709765,0.18353677932405568,0.3154292383620116,0.18900542888165037,0.17286359761295822,0.5588564102564104,0.08825683060109296,0.3744554140127389,0.3854259818731118,0.2505000000000002,0.48265381780236244,0.11561507841720814,0.33174859063636386,0.1823752860828744,0.28488174913492154,0.3244051084965094,0.2725130087662791,0.2772401699624351,0.2981348171152728,0.2818918003742597,0.2820904157494396,0.044393382993637015,0.3761216686653602,0.2819333424595798,0.2764845809535782,0.2899913386067908,0.013506757653212631,17
ARG,Argentina,阿根廷,2007,20.6,10.63,10.1,1.22,0.6848,-1.46,-0.6,0.8384,-0.054,0.0847,1.91,2.99,0.46,0.48,5.69,6938.0,1.2900000000000003,0.5099999999999998,1.9000000000000004,0.16159999999999997,0.45959956236323857,0.5062965299684543,0.08988040712468191,0.08536929922135705,0.5542361754290384,0.32752242744063326,0.20635387673956265,0.3038478057889823,0.13211617806731812,0.2281662404092071,0.5486205128205129,0.08280327868852454,0.3665095541401274,0.37788821752265855,0.23582352941176496,0.45959956236323857,0.5062965299684543,0.08536929922135705,0.08988040712468191,0.5542361754290384,0.32752242744063326,0.20635387673956265,0.3038478057889823,0.13211617806731812,0.2281662404092071,0.5486205128205129,0.08280327868852454,0.3665095541401274,0.37788821752265855,0.23582352941176496,0.47773795284248183,0.08759581822190125,0.33659146610571244,0.16438953067513987,0.275644078256774,0.3129340814806508,0.24238581261282544,0.2714778600632974,0.2881609558211381,0.2671384898077099,0.267755174555508,0.03843958457519437,0.3761216686653602,0.26689743179835534,0.2547621740475864,0.27824613979968715,0.023483965752100766,18
ARG,Argentina,阿根廷,2008,20.55,10.87,10.86,1.06,0.6815,-0.91,-0.65,0.7773,-0.008,0.0899,1.93,2.99,0.455,0.475,5.64,7186.0,1.2700000000000002,0.5099999999999998,1.1400000000000006,0.2227,0.4574157549234136,0.525186119873817,0.0695648854961832,0.001,0.5497504767093435,0.3999366754617414,0.2013936381709742,0.3851840736294519,0.1570390879478827,0.2502872975277066,0.5383846153846155,0.08280327868852454,0.35856369426751594,0.37035045317220533,0.22114705882352945,0.4574157549234136,0.525186119873817,0.001,0.0695648854961832,0.5497504767093435,0.3999366754617414,0.2013936381709742,0.3851840736294519,0.1570390879478827,0.2502872975277066,0.5383846153846155,0.08280327868852454,0.35856369426751594,0.37035045317220533,0.22114705882352945,0.4834059229259912,0.008340556665845706,0.36786849339175076,0.1892257268860952,0.2717823256876901,0.30132849005218515,0.0952939206351691,0.3013553252074033,0.28177850155295553,0.2090852821816312,0.2336638567393987,0.0167134042201515,0.3761216686653602,0.20526315055843192,0.14161228010198093,0.2691583388609358,0.1275460587589549,20
ARG,Argentina,阿根廷,2009,20.5,10.04,10.25,0.82,0.6783,-0.98,-1.06,0.8036,0.144,0.08,1.95,3.0,0.45,0.47,5.59,7434.0,1.2500000000000002,0.5,1.75,0.19640000000000002,0.45523194748358864,0.4598596214511041,0.0390916030534351,0.06871746384872075,0.5454007082538819,0.3907203166226913,0.1607196819085487,0.35017353608109925,0.23939305103148747,0.20817220801364023,0.5281487179487181,0.07734972677595636,0.35061783439490446,0.3628126888217522,0.20647058823529418,0.45523194748358864,0.4598596214511041,0.06871746384872075,0.0390916030534351,0.5454007082538819,0.3907203166226913,0.1607196819085487,0.35017353608109925,0.23939305103148747,0.20817220801364023,0.5281487179487181,0.07734972677595636,0.35061783439490446,0.3628126888217522,0.20647058823529418,0.4570774023446026,0.051829294994365574,0.33834139704443456,0.22637894067490338,0.26247644061456876,0.28956946150879703,0.1913480192181845,0.2999158401425989,0.271657799646689,0.2544213814330738,0.25886808171650166,0.033204247360107596,0.3761216686653602,0.2516047744150789,0.22020368375505406,0.27886366587242206,0.058659982117368004,19
